x,y,z,pitch,yaw,ok,err
0.4,0.0,0.25,0.9,0.0,1,5.992436989496156e-05
0.4,0.0,0.25,0.9,0.3,1,7.120135587982639e-05
0.4,0.0,0.25,0.9,0.6,1,5.288993994406209e-05
0.4,0.0,0.25,1.2,-0.6,1,7.880055306487476e-05
0.4,0.0,0.25,1.2,-0.3,1,9.390021121431393e-05
0.4,0.0,0.25,1.2,0.0,1,7.905470774574843e-05
0.4,0.0,0.25,1.2,0.3,1,9.383274780313348e-05
0.4,0.0,0.25,1.2,0.6,1,7.843488698167706e-05
0.4,0.0,0.25,1.57,-0.6,0,0.5626387767656396
0.4,0.0,0.25,1.57,-0.3,0,0.23773855955256815
0.4,0.0,0.25,1.57,0.0,0,0.18832537427293555
0.4,0.0,0.25,1.57,0.3,0,0.23727662727168147
0.4,0.0,0.25,1.57,0.6,0,0.5614766091963845
0.4,0.1,0.08,0.0,-0.6,1,6.823062713182953e-05
0.4,0.1,0.08,0.0,-0.3,1,7.015378754036618e-05
0.4,0.1,0.08,0.0,0.0,0,0.2061116893593618
0.4,0.1,0.08,0.0,0.3,0,0.15131229226582094
0.4,0.1,0.08,0.0,0.6,0,0.060835806714119395
0.4,0.1,0.08,0.225,-0.6,1,6.315902345079725e-05
0.4,0.1,0.08,0.225,-0.3,1,9.146534895257515e-05
0.4,0.1,0.08,0.225,0.0,1,6.730916310828736e-05
0.4,0.1,0.08,0.225,0.3,1,8.870433010403155e-05
0.4,0.1,0.08,0.225,0.6,1,5.2802629051394416e-05
0.4,0.1,0.08,0.45,-0.6,1,9.481688407749964e-05
0.4,0.1,0.08,0.45,-0.3,1,6.566229899342036e-05
0.4,0.1,0.08,0.45,0.0,1,7.472573098407337e-05
0.4,0.1,0.08,0.45,0.3,1,8.234547219919488e-05
0.4,0.1,0.08,0.45,0.6,1,5.3554725453697415e-05
0.4,0.1,0.08,0.675,-0.6,1,9.862769855140664e-05
0.4,0.1,0.08,0.675,-0.3,1,7.460209311992995e-05
0.4,0.1,0.08,0.675,0.0,1,5.091185655441348e-05
0.4,0.1,0.08,0.675,0.3,1,9.674987652846081e-05
0.4,0.1,0.08,0.675,0.6,1,6.129244746089795e-05
0.4,0.1,0.08,0.9,-0.6,1,5.55268851481187e-05
0.4,0.1,0.08,0.9,-0.3,1,8.006452809046887e-05
0.4,0.1,0.08,0.9,0.0,1,6.831193331141042e-05
0.4,0.1,0.08,0.9,0.3,1,6.162879904565466e-05
0.4,0.1,0.08,0.9,0.6,1,7.361284477739048e-05
0.4,0.1,0.08,1.2,-0.6,1,7.024070509584155e-05
0.4,0.1,0.08,1.2,-0.3,1,7.063448856574027e-05
0.4,0.1,0.08,1.2,0.0,1,9.81761629892107e-05
0.4,0.1,0.08,1.2,0.3,1,8.423946217855527e-05
0.4,0.1,0.08,1.2,0.6,1,9.66899307018937e-05
0.4,0.1,0.08,1.57,-0.6,1,5.258690424893431e-05
0.4,0.1,0.08,1.57,-0.3,1,5.427771520572251e-05
0.4,0.1,0.08,1.57,0.0,1,7.434990910575459e-05
0.4,0.1,0.08,1.57,0.3,1,6.325210908797402e-05
0.4,0.1,0.08,1.57,0.6,1,7.092531750151334e-05
0.4,0.1,0.12,0.0,-0.6,1,5.946528457940109e-05
0.4,0.1,0.12,0.0,-0.3,1,6.935426302089846e-05
0.4,0.1,0.12,0.0,0.0,0,0.1846234579223651
0.4,0.1,0.12,0.0,0.3,1,5.2909353540943616e-05
0.4,0.1,0.12,0.0,0.6,1,7.988237309745245e-05
0.4,0.1,0.12,0.225,-0.6,1,9.664567404030454e-05
0.4,0.1,0.12,0.225,-0.3,1,5.650733504491558e-05
0.4,0.1,0.12,0.225,0.0,1,5.413142813077253e-05
0.4,0.1,0.12,0.225,0.3,1,7.053166549402831e-05
0.4,0.1,0.12,0.225,0.6,1,9.433646314487007e-05
0.4,0.1,0.12,0.45,-0.6,1,8.826541226927328e-05
0.4,0.1,0.12,0.45,-0.3,1,7.309149399193133e-05
0.4,0.1,0.12,0.45,0.0,1,7.061507598248665e-05
0.4,0.1,0.12,0.45,0.3,1,7.286822932808534e-05
0.4,0.1,0.12,0.45,0.6,1,5.123650279434405e-05
0.4,0.1,0.12,0.675,-0.6,1,9.728700973478122e-05
0.4,0.1,0.12,0.675,-0.3,1,9.205884536272816e-05
0.4,0.1,0.12,0.675,0.0,1,5.0797813849908095e-05
0.4,0.1,0.12,0.675,0.3,1,9.616280789413197e-05
0.4,0.1,0.12,0.675,0.6,1,6.115998058604234e-05
0.4,0.1,0.12,0.9,-0.6,1,5.695689627151324e-05
0.4,0.1,0.12,0.9,-0.3,1,8.722783477118158e-05
0.4,0.1,0.12,0.9,0.0,1,6.888470336023785e-05
0.4,0.1,0.12,0.9,0.3,1,6.191337105510095e-05
0.4,0.1,0.12,0.9,0.6,1,7.472153842804467e-05
0.4,0.1,0.12,1.2,-0.6,1,7.320577643731699e-05
0.4,0.1,0.12,1.2,-0.3,1,7.588059631665328e-05
0.4,0.1,0.12,1.2,0.0,1,9.77555708760468e-05
0.4,0.1,0.12,1.2,0.3,1,8.37311178821106e-05
0.4,0.1,0.12,1.2,0.6,1,9.746252251669644e-05
0.4,0.1,0.12,1.57,-0.6,1,5.429460691489824e-05
0.4,0.1,0.12,1.57,-0.3,1,5.2902031240744085e-05
0.4,0.1,0.12,1.57,0.0,1,7.035095365294675e-05
0.4,0.1,0.12,1.57,0.3,1,5.949726882379994e-05
0.4,0.1,0.12,1.57,0.6,1,6.66262193836533e-05
0.4,0.1,0.16,0.0,-0.6,1,9.17673304990774e-05
0.4,0.1,0.16,0.0,-0.3,1,9.52130879272345e-05
0.4,0.1,0.16,0.0,0.0,1,5.035048017032536e-05
0.4,0.1,0.16,0.0,0.3,1,6.195068871435824e-05
0.4,0.1,0.16,0.0,0.6,1,9.053970757407909e-05
0.4,0.1,0.16,0.225,-0.6,1,8.178208226192138e-05
0.4,0.1,0.16,0.225,-0.3,1,9.939659618880656e-05
0.4,0.1,0.16,0.225,0.0,1,8.755395275901921e-05
0.4,0.1,0.16,0.225,0.3,1,5.704999999404954e-05
0.4,0.1,0.16,0.225,0.6,1,8.791978933847132e-05
0.4,0.1,0.16,0.45,-0.6,1,8.273428159282772e-05
0.4,0.1,0.16,0.45,-0.3,1,8.138841763280581e-05
0.4,0.1,0.16,0.45,0.0,1,7.057223969201152e-05
0.4,0.1,0.16,0.45,0.3,1,7.264930682766805e-05
0.4,0.1,0.16,0.45,0.6,1,5.1006134683873e-05
0.4,0.1,0.16,0.675,-0.6,1,9.804720957606976e-05
0.4,0.1,0.16,0.675,-0.3,1,5.624984583530596e-05
0.4,0.1,0.16,0.675,0.0,1,5.129237767061557e-05
0.4,0.1,0.16,0.675,0.3,1,9.700530319661217e-05
0.4,0.1,0.16,0.675,0.6,1,6.192673829004881e-05
0.4,0.1,0.16,0.9,-0.6,1,5.8983266571356264e-05
0.4,0.1,0.16,0.9,-0.3,1,9.42002997498083e-05
0.4,0.1,0.16,0.9,0.0,1,6.95942729847704e-05
0.4,0.1,0.16,0.9,0.3,1,6.25148027979911e-05
0.4,0.1,0.16,0.9,0.6,1,7.620124892094997e-05
0.4,0.1,0.16,1.2,-0.6,1,7.686515317300513e-05
0.4,0.1,0.16,1.2,-0.3,1,7.561064552206755e-05
0.4,0.1,0.16,1.2,0.0,1,9.721161021026174e-05
0.4,0.1,0.16,1.2,0.3,1,8.33272014618594e-05
0.4,0.1,0.16,1.2,0.6,1,9.839863984059705e-05
0.4,0.1,0.16,1.57,-0.6,0,0.04793868137402864
0.4,0.1,0.16,1.57,-0.3,0,0.054495849931055634
0.4,0.1,0.16,1.57,0.0,0,0.02240208864043212
0.4,0.1,0.16,1.57,0.3,0,0.01416581756608246
0.4,0.1,0.16,1.57,0.6,0,0.014770253890719391
0.4,0.1,0.2,0.0,-0.6,1,8.915987786507212e-05
0.4,0.1,0.2,0.0,-0.3,1,6.454323280543634e-05
0.4,0.1,0.2,0.0,0.0,1,6.690379205212225e-05
0.4,0.1,0.2,0.0,0.3,1,9.905736119440414e-05
0.4,0.1,0.2,0.0,0.6,1,8.292088861006986e-05
0.4,0.1,0.2,0.225,-0.6,1,7.351045528696775e-05
0.4,0.1,0.2,0.225,-0.3,1,5.411206973489608e-05
0.4,0.1,0.2,0.225,0.0,1,8.761456623220803e-05
0.4,0.1,0.2,0.225,0.3,1,5.470101398286868e-05
0.4,0.1,0.2,0.225,0.6,1,8.764520355591688e-05
0.4,0.1,0.2,0.45,-0.6,1,8.059184724157051e-05
0.4,0.1,0.2,0.45,-0.3,1,9.372160812817287e-05
0.4,0.1,0.2,0.45,0.0,1,7.171332797222536e-05
0.4,0.1,0.2,0.45,0.3,1,7.396560464526416e-05
0.4,0.1,0.2,0.45,0.6,1,5.1623612877010376e-05
0.4,0.1,0.2,0.675,-0.6,1,5.013680107097192e-05
0.4,0.1,0.2,0.675,-0.3,1,6.651011160669617e-05
0.4,0.1,0.2,0.675,0.0,1,5.2163499218235e-05
0.4,0.1,0.2,0.675,0.3,1,9.893438721347599e-05
0.4,0.1,0.2,0.675,0.6,1,6.326859295114592e-05
0.4,0.1,0.2,0.9,-0.6,1,6.173258563270743e-05
0.4,0.1,0.2,0.9,-0.3,1,5.035719503643976e-05
0.4,0.1,0.2,0.9,0.0,1,7.032964923232823e-05
0.4,0.1,0.2,0.9,0.3,1,6.33181200650251e-05
0.4,0.1,0.2,0.9,0.6,1,7.789527958416613e-05
0.4,0.1,0.2,1.2,-0.6,1,8.150685688633011e-05
0.4,0.1,0.2,1.2,-0.3,1,7.855266015594506e-05
0.4,0.1,0.2,1.2,0.0,1,9.668042176277962e-05
0.4,0.1,0.2,1.2,0.3,1,8.313382151914663e-05
0.4,0.1,0.2,1.2,0.6,1,9.958757753448396e-05
0.4,0.1,0.2,1.57,-0.6,0,0.22219376690193812
0.4,0.1,0.2,1.57,-0.3,0,0.33196136765854806
0.4,0.1,0.2,1.57,0.0,0,0.11818681931613571
0.4,0.1,0.2,1.57,0.3,0,0.10158902757782912
0.4,0.1,0.2,1.57,0.6,0,0.10152276521180245
0.4,0.1,0.25,0.0,-0.6,1,7.067405543526969e-05
0.4,0.1,0.25,0.0,-0.3,1,5.4585513767593925e-05
0.4,0.1,0.25,0.0,0.0,1,6.53386218252005e-05
0.4,0.1,0.25,0.0,0.3,1,9.8113598846807e-05
0.4,0.1,0.25,0.0,0.6,1,8.256304004600577e-05
0.4,0.1,0.25,0.225,-0.6,1,6.900215772656622e-05
0.4,0.1,0.25,0.225,-0.3,1,5.922254122744183e-05
0.4,0.1,0.25,0.225,0.0,1,9.403083986840229e-05
0.4,0.1,0.25,0.225,0.3,1,5.7833650591120636e-05
0.4,0.1,0.25,0.225,0.6,1,8.997293757126985e-05
0.4,0.1,0.25,0.45,-0.6,1,8.032828998904477e-05
0.4,0.1,0.25,0.45,-0.3,1,5.6621773913154406e-05
0.4,0.1,0.25,0.45,0.0,1,7.481128275802489e-05
0.4,0.1,0.25,0.45,0.3,1,7.782639505373381e-05
0.4,0.1,0.25,0.45,0.6,1,5.3429658428618485e-05
0.4,0.1,0.25,0.675,-0.6,1,5.2560441793721274e-05
0.4,0.1,0.25,0.675,-0.3,1,6.377580341176671e-05
0.4,0.1,0.25,0.675,0.0,1,5.361838439260546e-05
0.4,0.1,0.25,0.675,0.3,1,5.127558309396047e-05
0.4,0.1,0.25,0.675,0.6,1,6.553033986710565e-05
0.4,0.1,0.25,0.9,-0.6,1,6.662059351659863e-05
0.4,0.1,0.25,0.9,-0.3,1,5.323399203943125e-05
0.4,0.1,0.25,0.9,0.0,1,7.128583633325147e-05
0.4,0.1,0.25,0.9,0.3,1,6.456763370358179e-05
0.4,0.1,0.25,0.9,0.6,1,8.024451024759794e-05
0.4,0.1,0.25,1.2,-0.6,0,0.052625978898476256
0.4,0.1,0.25,1.2,-0.3,1,8.37750288809841e-05
0.4,0.1,0.25,1.2,0.0,1,9.640641268398678e-05
0.4,0.1,0.25,1.2,0.3,1,8.37346589460261e-05
0.4,0.1,0.25,1.2,0.6,1,5.0952504449405705e-05
0.4,0.1,0.25,1.57,-0.6,0,0.43674059217585853
0.4,0.1,0.25,1.57,-0.3,0,0.3362863041289539
0.4,0.1,0.25,1.57,0.0,0,0.2725805663039315
0.4,0.1,0.25,1.57,0.3,0,0.1870398012170922
0.4,0.1,0.25,1.57,0.6,0,0.22333223764728985
0.4,0.2,0.08,0.0,-0.6,1,6.16537879025011e-05
0.4,0.2,0.08,0.0,-0.3,1,9.400282853769338e-05
0.4,0.2,0.08,0.0,0.0,1,7.49404979851673e-05
0.4,0.2,0.08,0.0,0.3,1,7.379306821953087e-05
0.4,0.2,0.08,0.0,0.6,1,9.209775271570156e-05
0.4,0.2,0.08,0.225,-0.6,1,5.78262967793126e-05
0.4,0.2,0.08,0.225,-0.3,1,7.875491274044777e-05
0.4,0.2,0.08,0.225,0.0,1,7.881211614061167e-05
0.4,0.2,0.08,0.225,0.3,1,8.754330897329129e-05
0.4,0.2,0.08,0.225,0.6,1,5.8478272568076635e-05
0.4,0.2,0.08,0.45,-0.6,1,5.900685565363142e-05
0.4,0.2,0.08,0.45,-0.3,1,8.916800914847485e-05
0.4,0.2,0.08,0.45,0.0,1,9.517430450548065e-05
0.4,0.2,0.08,0.45,0.3,1,9.235685169202562e-05
0.4,0.2,0.08,0.45,0.6,1,5.718820522782158e-05
0.4,0.2,0.08,0.675,-0.6,1,6.95225908479091e-05
0.4,0.2,0.08,0.675,-0.3,1,8.811588570340232e-05
0.4,0.2,0.08,0.675,0.0,1,5.0631245596106064e-05
0.4,0.2,0.08,0.675,0.3,1,5.936526489687448e-05
0.4,0.2,0.08,0.675,0.6,1,6.22291892027644e-05
0.4,0.2,0.08,0.9,-0.6,1,6.504197656241838e-05
0.4,0.2,0.08,0.9,-0.3,1,5.130674213593354e-05
0.4,0.2,0.08,0.9,0.0,1,7.109443473048247e-05
0.4,0.2,0.08,0.9,0.3,1,7.818024069307405e-05
0.4,0.2,0.08,0.9,0.6,1,7.505605646861026e-05
0.4,0.2,0.08,1.2,-0.6,1,9.386401343846258e-05
0.4,0.2,0.08,1.2,-0.3,1,6.994279689720102e-05
0.4,0.2,0.08,1.2,0.0,1,9.829525243743576e-05
0.4,0.2,0.08,1.2,0.3,1,6.002773068212233e-05
0.4,0.2,0.08,1.2,0.6,1,5.37013259260861e-05
0.4,0.2,0.08,1.57,-0.6,1,9.582495002609043e-05
0.4,0.2,0.08,1.57,-0.3,1,5.873008344077854e-05
0.4,0.2,0.08,1.57,0.0,1,7.680432235943268e-05
0.4,0.2,0.08,1.57,0.3,1,5.4750924649983976e-05
0.4,0.2,0.08,1.57,0.6,1,5.121925510253794e-05
0.4,0.2,0.12,0.0,-0.6,1,5.326609900962198e-05
0.4,0.2,0.12,0.0,-0.3,1,7.016460438564967e-05
0.4,0.2,0.12,0.0,0.0,1,7.82139143914966e-05
0.4,0.2,0.12,0.0,0.3,1,7.284121547519246e-05
0.4,0.2,0.12,0.0,0.6,1,8.507897470961692e-05
0.4,0.2,0.12,0.225,-0.6,1,5.8210389521175934e-05
0.4,0.2,0.12,0.225,-0.3,1,7.309787396505515e-05
0.4,0.2,0.12,0.225,0.0,1,9.27437359690953e-05
0.4,0.2,0.12,0.225,0.3,1,7.315610643880512e-05
0.4,0.2,0.12,0.225,0.6,1,5.1797671324710346e-05
0.4,0.2,0.12,0.45,-0.6,1,8.748664329290918e-05
0.4,0.2,0.12,0.45,-0.3,1,7.985923207848235e-05
0.4,0.2,0.12,0.45,0.0,1,9.323968194524748e-05
0.4,0.2,0.12,0.45,0.3,1,8.958993603641222e-05
0.4,0.2,0.12,0.45,0.6,1,5.3518774252398466e-05
0.4,0.2,0.12,0.675,-0.6,1,6.469196103252299e-05
0.4,0.2,0.12,0.675,-0.3,1,8.621728594243254e-05
0.4,0.2,0.12,0.675,0.0,1,6.809685078736622e-05
0.4,0.2,0.12,0.675,0.3,1,5.859984648693806e-05
0.4,0.2,0.12,0.675,0.6,1,6.174746772062391e-05
0.4,0.2,0.12,0.9,-0.6,1,6.880183874688479e-05
0.4,0.2,0.12,0.9,-0.3,1,5.298984621246128e-05
0.4,0.2,0.12,0.9,0.0,1,8.595149236536024e-05
0.4,0.2,0.12,0.9,0.3,1,7.860868479691953e-05
0.4,0.2,0.12,0.9,0.6,1,7.61459440568863e-05
0.4,0.2,0.12,1.2,-0.6,1,5.179286650802576e-05
0.4,0.2,0.12,1.2,-0.3,1,7.312655280787117e-05
0.4,0.2,0.12,1.2,0.0,1,8.811453662331092e-05
0.4,0.2,0.12,1.2,0.3,1,5.832580938236503e-05
0.4,0.2,0.12,1.2,0.6,1,5.2337203310461664e-05
0.4,0.2,0.12,1.57,-0.6,0,0.0059848314638339265
0.4,0.2,0.12,1.57,-0.3,0,0.003179447936309027
0.4,0.2,0.12,1.57,0.0,0,0.005970341900998247
0.4,0.2,0.12,1.57,0.3,0,0.0013953298507199947
0.4,0.2,0.12,1.57,0.6,0,0.000880003270903059
0.4,0.2,0.16,0.0,-0.6,1,9.907922699220835e-05
0.4,0.2,0.16,0.0,-0.3,1,6.310102471608728e-05
0.4,0.2,0.16,0.0,0.0,1,8.485477160427503e-05
0.4,0.2,0.16,0.0,0.3,1,7.0680092308427e-05
0.4,0.2,0.16,0.0,0.6,1,9.595026704553938e-05
0.4,0.2,0.16,0.225,-0.6,1,5.860191764770308e-05
0.4,0.2,0.16,0.225,-0.3,1,7.957563603596632e-05
0.4,0.2,0.16,0.225,0.0,1,5.9769070823121e-05
0.4,0.2,0.16,0.225,0.3,1,6.673959845223789e-05
0.4,0.2,0.16,0.225,0.6,1,9.532756543277878e-05
0.4,0.2,0.16,0.45,-0.6,1,7.020712664022595e-05
0.4,0.2,0.16,0.45,-0.3,1,7.213687591574425e-05
0.4,0.2,0.16,0.45,0.0,1,5.075300139946688e-05
0.4,0.2,0.16,0.45,0.3,1,8.798944564671846e-05
0.4,0.2,0.16,0.45,0.6,1,5.242987987762925e-05
0.4,0.2,0.16,0.675,-0.6,1,6.50554500827776e-05
0.4,0.2,0.16,0.675,-0.3,1,8.686820608872938e-05
0.4,0.2,0.16,0.675,0.0,1,6.496776215919825e-05
0.4,0.2,0.16,0.675,0.3,1,5.9055764847975776e-05
0.4,0.2,0.16,0.675,0.6,1,6.277703926496265e-05
0.4,0.2,0.16,0.9,-0.6,1,7.407113967094351e-05
0.4,0.2,0.16,0.9,-0.3,1,5.518363943674728e-05
0.4,0.2,0.16,0.9,0.0,1,9.983282838399698e-05
0.4,0.2,0.16,0.9,0.3,1,7.911030058300126e-05
0.4,0.2,0.16,0.9,0.6,1,7.758792005419219e-05
0.4,0.2,0.16,1.2,-0.6,1,5.74089200138407e-05
0.4,0.2,0.16,1.2,-0.3,1,7.688533855003503e-05
0.4,0.2,0.16,1.2,0.0,1,8.677012018077097e-05
0.4,0.2,0.16,1.2,0.3,1,5.670560328967982e-05
0.4,0.2,0.16,1.2,0.6,1,5.153172168794742e-05
0.4,0.2,0.16,1.57,-0.6,0,0.2224863000337072
0.4,0.2,0.16,1.57,-0.3,0,0.1353352504344581
0.4,0.2,0.16,1.57,0.0,0,0.32931234876359317
0.4,0.2,0.16,1.57,0.3,0,0.0626142083333596
0.4,0.2,0.16,1.57,0.6,0,0.04486159680178701
0.4,0.2,0.2,0.0,-0.6,1,9.881248301456562e-05
0.4,0.2,0.2,0.0,-0.3,1,5.916617740966534e-05
0.4,0.2,0.2,0.0,0.0,1,8.552731476378636e-05
0.4,0.2,0.2,0.0,0.3,1,5.913766556066735e-05
0.4,0.2,0.2,0.0,0.6,1,8.828393291341642e-05
0.4,0.2,0.2,0.225,-0.6,1,7.264868475202459e-05
0.4,0.2,0.2,0.225,-0.3,1,6.374455941115668e-05
0.4,0.2,0.2,0.225,0.0,1,6.228230770452917e-05
0.4,0.2,0.2,0.225,0.3,1,6.785973261875154e-05
0.4,0.2,0.2,0.225,0.6,1,9.441316382816436e-05
0.4,0.2,0.2,0.45,-0.6,1,6.402437613578103e-05
0.4,0.2,0.2,0.45,-0.3,1,6.907417539805788e-05
0.4,0.2,0.2,0.45,0.0,1,5.7843482756461524e-05
0.4,0.2,0.2,0.45,0.3,1,8.891265180769939e-05
0.4,0.2,0.2,0.45,0.6,1,5.32826271512666e-05
0.4,0.2,0.2,0.675,-0.6,1,6.850902833144883e-05
0.4,0.2,0.2,0.675,-0.3,1,8.903613974537199e-05
0.4,0.2,0.2,0.675,0.0,1,6.915779041204739e-05
0.4,0.2,0.2,0.675,0.3,1,6.01154906360867e-05
0.4,0.2,0.2,0.675,0.6,1,6.470093895842875e-05
0.4,0.2,0.2,0.9,-0.6,1,8.094034115426636e-05
0.4,0.2,0.2,0.9,-0.3,1,5.796235799540796e-05
0.4,0.2,0.2,0.9,0.0,1,5.4487698763145404e-05
0.4,0.2,0.2,0.9,0.3,1,7.958367235186647e-05
0.4,0.2,0.2,0.9,0.6,1,7.926132504043277e-05
0.4,0.2,0.2,1.2,-0.6,0,0.03802686699008271
0.4,0.2,0.2,1.2,-0.3,1,8.158512812358956e-05
0.4,0.2,0.2,1.2,0.0,1,5.484917421877445e-05
0.4,0.2,0.2,1.2,0.3,1,5.536938364751299e-05
0.4,0.2,0.2,1.2,0.6,1,5.136454793616449e-05
0.4,0.2,0.2,1.57,-0.6,0,0.41223372597107466
0.4,0.2,0.2,1.57,-0.3,0,0.2878219357545608
0.4,0.2,0.2,1.57,0.0,0,0.4726126889894825
0.4,0.2,0.2,1.57,0.3,0,0.1477504490601932
0.4,0.2,0.2,1.57,0.6,0,0.0915595110558
0.4,0.2,0.25,0.0,-0.6,1,9.725359215989912e-05
0.4,0.2,0.25,0.0,-0.3,1,7.260266629782588e-05
0.4,0.2,0.25,0.0,0.0,1,5.539411711248385e-05
0.4,0.2,0.25,0.0,0.3,1,6.138225118284861e-05
0.4,0.2,0.25,0.0,0.6,1,9.059181506377159e-05
0.4,0.2,0.25,0.225,-0.6,1,5.793091265278664e-05
0.4,0.2,0.25,0.225,-0.3,1,5.618389292687121e-05
0.4,0.2,0.25,0.225,0.0,1,6.788708718675025e-05
0.4,0.2,0.25,0.225,0.3,1,7.030454472661097e-05
0.4,0.2,0.25,0.225,0.6,1,9.629004309237587e-05
0.4,0.2,0.25,0.45,-0.6,1,6.359040303913538e-05
0.4,0.2,0.25,0.45,-0.3,1,6.853079815181116e-05
0.4,0.2,0.25,0.45,0.0,1,6.961151714817084e-05
0.4,0.2,0.25,0.45,0.3,1,9.278150645761062e-05
0.4,0.2,0.25,0.45,0.6,1,5.6187450476748104e-05
0.4,0.2,0.25,0.675,-0.6,1,7.670152820288774e-05
0.4,0.2,0.25,0.675,-0.3,1,9.352350904081133e-05
0.4,0.2,0.25,0.675,0.0,1,7.35832594623253e-05
0.4,0.2,0.25,0.675,0.3,1,6.196875088655172e-05
0.4,0.2,0.25,0.675,0.6,1,6.804565471478544e-05
0.4,0.2,0.25,0.9,-0.6,0,0.01881055570620723
0.4,0.2,0.25,0.9,-0.3,1,6.262147085002028e-05
0.4,0.2,0.25,0.9,0.0,1,6.142437846383734e-05
0.4,0.2,0.25,0.9,0.3,1,8.027679584397773e-05
0.4,0.2,0.25,0.9,0.6,1,8.182467885044849e-05
0.4,0.2,0.25,1.2,-0.6,0,0.2649307665537828
0.4,0.2,0.25,1.2,-0.3,0,0.08183105342878488
0.4,0.2,0.25,1.2,0.0,0,0.0012057301773342089
0.4,0.2,0.25,1.2,0.3,1,5.487835482994965e-05
0.4,0.2,0.25,1.2,0.6,1,5.343352415272733e-05
0.4,0.2,0.25,1.57,-0.6,0,0.559392917034304
0.4,0.2,0.25,1.57,-0.3,0,0.321964534954954
0.4,0.2,0.25,1.57,0.0,0,0.32632708782104003
0.4,0.2,0.25,1.57,0.3,0,0.3005820328470595
0.4,0.2,0.25,1.57,0.6,0,0.17009549089656975
0.45,-0.2,0.08,0.0,-0.6,1,5.31403039659811e-05
0.45,-0.2,0.08,0.0,-0.3,1,5.1416079149431784e-05
0.45,-0.2,0.08,0.0,0.0,1,8.099570830065097e-05
0.45,-0.2,0.08,0.0,0.3,1,7.210206703930367e-05
0.45,-0.2,0.08,0.0,0.6,1,5.3178373173183494e-05
0.45,-0.2,0.08,0.225,-0.6,1,8.963589663705631e-05
0.45,-0.2,0.08,0.225,-0.3,1,8.190269539223918e-05
0.45,-0.2,0.08,0.225,0.0,1,6.756910264438624e-05
0.45,-0.2,0.08,0.225,0.3,1,8.07305376305973e-05
0.45,-0.2,0.08,0.225,0.6,1,5.859896617643849e-05
0.45,-0.2,0.08,0.45,-0.6,1,6.167568281607536e-05
0.45,-0.2,0.08,0.45,-0.3,1,5.677548291904407e-05
0.45,-0.2,0.08,0.45,0.0,1,7.793842552687236e-05
0.45,-0.2,0.08,0.45,0.3,1,8.198572717582332e-05
0.45,-0.2,0.08,0.45,0.6,1,6.885832229597053e-05
0.45,-0.2,0.08,0.675,-0.6,1,6.731999597145332e-05
0.45,-0.2,0.08,0.675,-0.3,1,7.019154930646919e-05
0.45,-0.2,0.08,0.675,0.0,1,5.7687890174661554e-05
0.45,-0.2,0.08,0.675,0.3,1,7.426518538307838e-05
0.45,-0.2,0.08,0.675,0.6,1,8.820203824704024e-05
0.45,-0.2,0.08,0.9,-0.6,1,7.875336925349337e-05
0.45,-0.2,0.08,0.9,-0.3,1,9.003321870856264e-05
0.45,-0.2,0.08,0.9,0.0,1,5.898608051929284e-05
0.45,-0.2,0.08,0.9,0.3,1,9.194318165646709e-05
0.45,-0.2,0.08,0.9,0.6,1,5.234350476302464e-05
0.45,-0.2,0.08,1.2,-0.6,1,5.527460147725697e-05
0.45,-0.2,0.08,1.2,-0.3,1,8.510657533227312e-05
0.45,-0.2,0.08,1.2,0.0,0,0.8319793971043715
0.45,-0.2,0.08,1.2,0.3,1,7.354657795730848e-05
0.45,-0.2,0.08,1.2,0.6,1,6.271005831405817e-05
0.45,-0.2,0.08,1.57,-0.6,0,0.013006225289612067
0.45,-0.2,0.08,1.57,-0.3,0,0.012273155118541868
0.45,-0.2,0.08,1.57,0.0,0,1.36925267590523
0.45,-0.2,0.08,1.57,0.3,0,0.034779390076284576
0.45,-0.2,0.08,1.57,0.6,0,0.0634807645727841
0.45,-0.2,0.12,0.0,-0.6,1,8.528055436649112e-05
0.45,-0.2,0.12,0.0,-0.3,1,7.705357800660004e-05
0.45,-0.2,0.12,0.0,0.0,1,5.330562609492232e-05
0.45,-0.2,0.12,0.0,0.3,1,7.0825333298824e-05
0.45,-0.2,0.12,0.0,0.6,1,5.3945096736385706e-05
0.45,-0.2,0.12,0.225,-0.6,1,9.743303880894883e-05
0.45,-0.2,0.12,0.225,-0.3,1,8.295027710257595e-05
0.45,-0.2,0.12,0.225,0.0,1,8.33968564176528e-05
0.45,-0.2,0.12,0.225,0.3,1,7.639074496871789e-05
0.45,-0.2,0.12,0.225,0.6,1,5.8248116982878586e-05
0.45,-0.2,0.12,0.45,-0.6,1,7.073418955803148e-05
0.45,-0.2,0.12,0.45,-0.3,1,6.194870128060104e-05
0.45,-0.2,0.12,0.45,0.0,1,7.165509073691832e-05
0.45,-0.2,0.12,0.45,0.3,1,7.311955806455702e-05
0.45,-0.2,0.12,0.45,0.6,1,6.205589372796052e-05
0.45,-0.2,0.12,0.675,-0.6,1,6.541609283181577e-05
0.45,-0.2,0.12,0.675,-0.3,1,6.87134716739272e-05
0.45,-0.2,0.12,0.675,0.0,1,8.252023446457974e-05
0.45,-0.2,0.12,0.675,0.3,1,7.313076177005731e-05
0.45,-0.2,0.12,0.675,0.6,1,8.259523219438635e-05
0.45,-0.2,0.12,0.9,-0.6,1,5.031518977750376e-05
