x,y,z,pitch,yaw,ok,err
0.3,0.1,0.2,1.57,-0.3,0,0.04319692334579424
0.3,0.1,0.2,1.57,0.0,0,0.04215207821463354
0.3,0.1,0.2,1.57,0.3,0,0.03287969332536892
0.3,0.1,0.2,1.57,0.6,0,0.03303283322720925
0.3,0.1,0.25,0.0,-0.6,1,6.674892763103867e-05
0.3,0.1,0.25,0.0,-0.3,1,8.804770693266739e-05
0.3,0.1,0.25,0.0,0.0,1,5.695404774723751e-05
0.3,0.1,0.25,0.0,0.3,1,7.872289508154305e-05
0.3,0.1,0.25,0.0,0.6,1,7.579864823857601e-05
0.3,0.1,0.25,0.225,-0.6,1,5.74563310895383e-05
0.3,0.1,0.25,0.225,-0.3,1,5.6465401557436387e-05
0.3,0.1,0.25,0.225,0.0,1,8.142606639209941e-05
0.3,0.1,0.25,0.225,0.3,1,9.69149457272403e-05
0.3,0.1,0.25,0.225,0.6,1,8.244355573600453e-05
0.3,0.1,0.25,0.45,-0.6,1,6.85466775779942e-05
0.3,0.1,0.25,0.45,-0.3,1,8.903511198676767e-05
0.3,0.1,0.25,0.45,0.0,1,7.42810215773363e-05
0.3,0.1,0.25,0.45,0.3,1,6.857783655200593e-05
0.3,0.1,0.25,0.45,0.6,1,9.74162365633189e-05
0.3,0.1,0.25,0.675,-0.6,1,6.620498504860855e-05
0.3,0.1,0.25,0.675,-0.3,1,7.047404241318926e-05
0.3,0.1,0.25,0.675,0.0,1,5.31937532909076e-05
0.3,0.1,0.25,0.675,0.3,1,9.271896007287704e-05
0.3,0.1,0.25,0.675,0.6,1,5.8077428497837764e-05
0.3,0.1,0.25,0.9,-0.6,1,6.374182614798355e-05
0.3,0.1,0.25,0.9,-0.3,1,5.131967703151183e-05
0.3,0.1,0.25,0.9,0.0,1,6.93749503153105e-05
0.3,0.1,0.25,0.9,0.3,1,5.9271429822889705e-05
0.3,0.1,0.25,0.9,0.6,1,6.890228150061722e-05
0.3,0.1,0.25,1.2,-0.6,0,0.003840649428643635
0.3,0.1,0.25,1.2,-0.3,1,7.234191665437093e-05
0.3,0.1,0.25,1.2,0.0,1,9.13232458581009e-05
0.3,0.1,0.25,1.2,0.3,1,7.726330573610489e-05
0.3,0.1,0.25,1.2,0.6,1,8.490664700844861e-05
0.3,0.1,0.25,1.57,-0.6,0,0.2960502583596026
0.3,0.1,0.25,1.57,-0.3,0,0.2923117442419703
0.3,0.1,0.25,1.57,0.0,0,0.24950691817938875
0.3,0.1,0.25,1.57,0.3,0,0.2002999787137012
0.3,0.1,0.25,1.57,0.6,0,0.21588023252057945
0.3,0.2,0.08,0.0,-0.6,0,0.11833416337758483
0.3,0.2,0.08,0.0,-0.3,1,5.3026986846228436e-05
0.3,0.2,0.08,0.0,0.0,0,0.2292160702402073
0.3,0.2,0.08,0.0,0.3,0,0.3668985572241602
0.3,0.2,0.08,0.0,0.6,0,0.14653044335950538
0.3,0.2,0.08,0.225,-0.6,1,6.29893553088962e-05
0.3,0.2,0.08,0.225,-0.3,1,8.737702851173852e-05
0.3,0.2,0.08,0.225,0.0,1,6.916929493616693e-05
0.3,0.2,0.08,0.225,0.3,1,8.841672224719113e-05
0.3,0.2,0.08,0.225,0.6,1,5.4768320720068546e-05
0.3,0.2,0.08,0.45,-0.6,1,7.193002266328646e-05
0.3,0.2,0.08,0.45,-0.3,1,8.842353178569922e-05
0.3,0.2,0.08,0.45,0.0,1,6.922692066368138e-05
0.3,0.2,0.08,0.45,0.3,1,8.329798715662864e-05
0.3,0.2,0.08,0.45,0.6,1,9.975314808369463e-05
0.3,0.2,0.08,0.675,-0.6,1,9.703830068676974e-05
0.3,0.2,0.08,0.675,-0.3,1,7.29850620018256e-05
0.3,0.2,0.08,0.675,0.0,1,6.383933790348052e-05
0.3,0.2,0.08,0.675,0.3,1,5.590712963215589e-05
0.3,0.2,0.08,0.675,0.6,1,5.682030139637181e-05
0.3,0.2,0.08,0.9,-0.6,1,9.790154721679344e-05
0.3,0.2,0.08,0.9,-0.3,1,9.303293978269562e-05
0.3,0.2,0.08,0.9,0.0,1,6.933904463442155e-05
0.3,0.2,0.08,0.9,0.3,1,7.447278392687475e-05
0.3,0.2,0.08,0.9,0.6,1,6.816793232190948e-05
0.3,0.2,0.08,1.2,-0.6,1,7.250390645359522e-05
0.3,0.2,0.08,1.2,-0.3,1,9.164187384141375e-05
0.3,0.2,0.08,1.2,0.0,1,9.091537181354971e-05
0.3,0.2,0.08,1.2,0.3,1,5.4396076578943964e-05
0.3,0.2,0.08,1.2,0.6,1,8.65896543662116e-05
0.3,0.2,0.08,1.57,-0.6,1,7.111655944959857e-05
0.3,0.2,0.08,1.57,-0.3,1,5.3968201311963175e-05
0.3,0.2,0.08,1.57,0.0,1,8.401905235752952e-05
0.3,0.2,0.08,1.57,0.3,1,8.885375725751014e-05
0.3,0.2,0.08,1.57,0.6,1,5.8066442851632247e-05
0.3,0.2,0.12,0.0,-0.6,0,0.09749429685467079
0.3,0.2,0.12,0.0,-0.3,1,5.993777713605908e-05
0.3,0.2,0.12,0.0,0.0,0,0.20142849247184566
0.3,0.2,0.12,0.0,0.3,0,0.048509302078337695
0.3,0.2,0.12,0.0,0.6,0,0.08096238421019145
0.3,0.2,0.12,0.225,-0.6,1,7.877816478650287e-05
0.3,0.2,0.12,0.225,-0.3,1,6.0881703056570124e-05
0.3,0.2,0.12,0.225,0.0,1,9.215485599902276e-05
0.3,0.2,0.12,0.225,0.3,1,6.215492339321145e-05
0.3,0.2,0.12,0.225,0.6,1,9.083397680441062e-05
0.3,0.2,0.12,0.45,-0.6,1,6.254780641649964e-05
0.3,0.2,0.12,0.45,-0.3,1,5.665888387285995e-05
0.3,0.2,0.12,0.45,0.0,1,7.005772762345919e-05
0.3,0.2,0.12,0.45,0.3,1,8.15524895677889e-05
0.3,0.2,0.12,0.45,0.6,1,9.453676135472341e-05
0.3,0.2,0.12,0.675,-0.6,1,5.32905537173089e-05
0.3,0.2,0.12,0.675,-0.3,1,5.18516883895339e-05
0.3,0.2,0.12,0.675,0.0,1,6.87301926891727e-05
0.3,0.2,0.12,0.675,0.3,1,5.635601245359307e-05
0.3,0.2,0.12,0.675,0.6,1,5.6595547899331654e-05
0.3,0.2,0.12,0.9,-0.6,1,5.717726890661313e-05
0.3,0.2,0.12,0.9,-0.3,1,5.4831502242787314e-05
0.3,0.2,0.12,0.9,0.0,1,7.164869594187514e-05
0.3,0.2,0.12,0.9,0.3,1,7.497280890366253e-05
0.3,0.2,0.12,0.9,0.6,1,6.798785086153951e-05
0.3,0.2,0.12,1.2,-0.6,1,8.70720556317245e-05
0.3,0.2,0.12,1.2,-0.3,1,5.032379406213722e-05
0.3,0.2,0.12,1.2,0.0,1,7.355672103390736e-05
0.3,0.2,0.12,1.2,0.3,1,5.350092259109631e-05
0.3,0.2,0.12,1.2,0.6,1,8.593476399794762e-05
0.3,0.2,0.12,1.57,-0.6,1,8.184729443728482e-05
0.3,0.2,0.12,1.57,-0.3,1,5.85920728238117e-05
0.3,0.2,0.12,1.57,0.0,1,6.178980484766734e-05
0.3,0.2,0.12,1.57,0.3,1,8.162158526251935e-05
0.3,0.2,0.12,1.57,0.6,1,5.625859649179063e-05
0.3,0.2,0.16,0.0,-0.6,0,0.09710239850250456
0.3,0.2,0.16,0.0,-0.3,1,5.8286796013758574e-05
0.3,0.2,0.16,0.0,0.0,1,6.48383753929774e-05
0.3,0.2,0.16,0.0,0.3,1,6.36449377125597e-05
0.3,0.2,0.16,0.0,0.6,1,8.555133557835161e-05
0.3,0.2,0.16,0.225,-0.6,1,6.944045549004982e-05
0.3,0.2,0.16,0.225,-0.3,1,7.267761639326341e-05
0.3,0.2,0.16,0.225,0.0,1,8.802430442817956e-05
0.3,0.2,0.16,0.225,0.3,1,5.595263507768787e-05
0.3,0.2,0.16,0.225,0.6,1,8.149392230897495e-05
0.3,0.2,0.16,0.45,-0.6,1,8.91052731292832e-05
0.3,0.2,0.16,0.45,-0.3,1,8.40686149234042e-05
0.3,0.2,0.16,0.45,0.0,1,7.265342549513905e-05
0.3,0.2,0.16,0.45,0.3,1,8.174465654975285e-05
0.3,0.2,0.16,0.45,0.6,1,9.435883366644029e-05
0.3,0.2,0.16,0.675,-0.6,1,8.004663741369625e-05
0.3,0.2,0.16,0.675,-0.3,1,9.262847247960497e-05
0.3,0.2,0.16,0.675,0.0,1,7.271656842696788e-05
0.3,0.2,0.16,0.675,0.3,1,5.682845890954356e-05
0.3,0.2,0.16,0.675,0.6,1,5.658687169335117e-05
0.3,0.2,0.16,0.9,-0.6,1,5.931569430149006e-05
0.3,0.2,0.16,0.9,-0.3,1,7.660211880295906e-05
0.3,0.2,0.16,0.9,0.0,1,7.168108949061049e-05
0.3,0.2,0.16,0.9,0.3,1,7.532620712270397e-05
0.3,0.2,0.16,0.9,0.6,1,6.798091688312842e-05
0.3,0.2,0.16,1.2,-0.6,1,5.260135611439177e-05
0.3,0.2,0.16,1.2,-0.3,1,5.768851002888013e-05
0.3,0.2,0.16,1.2,0.0,1,6.371503386805235e-05
0.3,0.2,0.16,1.2,0.3,1,5.260977417459554e-05
0.3,0.2,0.16,1.2,0.6,1,8.544803801102201e-05
0.3,0.2,0.16,1.57,-0.6,1,5.060555751269451e-05
0.3,0.2,0.16,1.57,-0.3,1,6.584254146114283e-05
0.3,0.2,0.16,1.57,0.0,1,5.229506675514062e-05
0.3,0.2,0.16,1.57,0.3,1,7.607296910490822e-05
0.3,0.2,0.16,1.57,0.6,1,5.504979227879187e-05
0.3,0.2,0.2,0.0,-0.6,0,0.1008894264604626
0.3,0.2,0.2,0.0,-0.3,1,8.805409796623557e-05
0.3,0.2,0.2,0.0,0.0,1,8.833383936891213e-05
0.3,0.2,0.2,0.0,0.3,1,9.062576822690344e-05
0.3,0.2,0.2,0.0,0.6,1,7.780708402087681e-05
0.3,0.2,0.2,0.225,-0.6,0,0.007155039834724707
0.3,0.2,0.2,0.225,-0.3,1,6.14699769693669e-05
0.3,0.2,0.2,0.225,0.0,1,8.174477743718702e-05
0.3,0.2,0.2,0.225,0.3,1,5.533264307840077e-05
0.3,0.2,0.2,0.225,0.6,1,8.146819507352878e-05
0.3,0.2,0.2,0.45,-0.6,1,6.451283658989002e-05
0.3,0.2,0.2,0.45,-0.3,1,5.637402501469737e-05
0.3,0.2,0.2,0.45,0.0,1,7.615386629436723e-05
0.3,0.2,0.2,0.45,0.3,1,8.230103414379875e-05
0.3,0.2,0.2,0.45,0.6,1,9.461915698248964e-05
0.3,0.2,0.2,0.675,-0.6,1,9.390623250460066e-05
0.3,0.2,0.2,0.675,-0.3,1,8.031172332338912e-05
0.3,0.2,0.2,0.675,0.0,1,7.569104430975502e-05
0.3,0.2,0.2,0.675,0.3,1,5.7343463000782506e-05
0.3,0.2,0.2,0.675,0.6,1,5.6785160220477645e-05
0.3,0.2,0.2,0.9,-0.6,1,8.178821987870416e-05
0.3,0.2,0.2,0.9,-0.3,1,5.240911594884322e-05
0.3,0.2,0.2,0.9,0.0,1,7.031597389739198e-05
0.3,0.2,0.2,0.9,0.3,1,7.56396068528496e-05
0.3,0.2,0.2,0.9,0.6,1,6.811655932579546e-05
0.3,0.2,0.2,1.2,-0.6,1,7.8382358874668e-05
0.3,0.2,0.2,1.2,-0.3,1,7.266624581176107e-05
0.3,0.2,0.2,1.2,0.0,1,5.7036959479922645e-05
0.3,0.2,0.2,1.2,0.3,1,5.184427652777566e-05
0.3,0.2,0.2,1.2,0.6,1,8.517476843540048e-05
0.3,0.2,0.2,1.57,-0.6,0,0.11522952290925162
0.3,0.2,0.2,1.57,-0.3,0,0.11489710211450219
0.3,0.2,0.2,1.57,0.0,0,0.11463750014478495
0.3,0.2,0.2,1.57,0.3,0,0.10766427862701902
0.3,0.2,0.2,1.57,0.6,0,0.06862988728040573
0.3,0.2,0.25,0.0,-0.6,0,0.10400731702815176
0.3,0.2,0.25,0.0,-0.3,1,5.513224171617649e-05
0.3,0.2,0.25,0.0,0.0,1,7.33692777973891e-05
0.3,0.2,0.25,0.0,0.3,1,8.797323284767603e-05
0.3,0.2,0.25,0.0,0.6,1,7.745865373641151e-05
0.3,0.2,0.25,0.225,-0.6,0,0.15847942949185548
0.3,0.2,0.25,0.225,-0.3,1,9.879045313845873e-05
0.3,0.2,0.25,0.225,0.0,1,8.238444170154039e-05
0.3,0.2,0.25,0.225,0.3,1,5.587998723376125e-05
0.3,0.2,0.25,0.225,0.6,1,8.230862698916539e-05
0.3,0.2,0.25,0.45,-0.6,0,0.012115093801553692
0.3,0.2,0.25,0.45,-0.3,1,5.77101911545349e-05
0.3,0.2,0.25,0.45,0.0,1,8.09442350830444e-05
0.3,0.2,0.25,0.45,0.3,1,8.348766665391687e-05
0.3,0.2,0.25,0.45,0.6,1,9.568284170658193e-05
0.3,0.2,0.25,0.675,-0.6,0,0.015166096956918118
0.3,0.2,0.25,0.675,-0.3,1,8.951988169054018e-05
0.3,0.2,0.25,0.675,0.0,1,7.814282727347505e-05
0.3,0.2,0.25,0.675,0.3,1,5.8118623885205746e-05
0.3,0.2,0.25,0.675,0.6,1,5.730121962192093e-05
0.3,0.2,0.25,0.9,-0.6,0,0.04765168625083438
0.3,0.2,0.25,0.9,-0.3,1,6.353565602346914e-05
0.3,0.2,0.25,0.9,0.0,1,6.743454586906225e-05
0.3,0.2,0.25,0.9,0.3,1,7.619755113056479e-05
0.3,0.2,0.25,0.9,0.6,1,6.849151468375466e-05
0.3,0.2,0.25,1.2,-0.6,0,0.12769228030177202
0.3,0.2,0.25,1.2,-0.3,0,0.011554632455313574
0.3,0.2,0.25,1.2,0.0,1,5.020857320058726e-05
0.3,0.2,0.25,1.2,0.3,1,5.133189212061662e-05
0.3,0.2,0.25,1.2,0.6,1,8.529166839014958e-05
0.3,0.2,0.25,1.57,-0.6,0,0.35476881291874035
0.3,0.2,0.25,1.57,-0.3,0,0.31633749044184895
0.3,0.2,0.25,1.57,0.0,0,0.36822350676278703
0.3,0.2,0.25,1.57,0.3,0,0.32353206260057965
0.3,0.2,0.25,1.57,0.6,0,0.22105194914049459
0.35,-0.2,0.08,0.0,-0.6,0,0.38652955162421054
0.35,-0.2,0.08,0.0,-0.3,0,0.14988409811034673
0.35,-0.2,0.08,0.0,0.0,0,0.2448164964149312
0.35,-0.2,0.08,0.0,0.3,0,0.30536167195104186
0.35,-0.2,0.08,0.0,0.6,0,0.026740236190611555
0.35,-0.2,0.08,0.225,-0.6,1,5.47881626207832e-05
0.35,-0.2,0.08,0.225,-0.3,1,7.953277997053419e-05
0.35,-0.2,0.08,0.225,0.0,1,5.232140841862407e-05
0.35,-0.2,0.08,0.225,0.3,1,7.770296828299787e-05
0.35,-0.2,0.08,0.225,0.6,1,6.041746819685423e-05
0.35,-0.2,0.08,0.45,-0.6,1,5.1890141064686095e-05
0.35,-0.2,0.08,0.45,-0.3,1,8.263506089258555e-05
0.35,-0.2,0.08,0.45,0.0,1,6.627914947300283e-05
0.35,-0.2,0.08,0.45,0.3,1,5.5351624433847266e-05
0.35,-0.2,0.08,0.45,0.6,1,6.079242291628623e-05
0.35,-0.2,0.08,0.675,-0.6,1,5.7555008247472645e-05
0.35,-0.2,0.08,0.675,-0.3,1,5.51544904951289e-05
0.35,-0.2,0.08,0.675,0.0,1,7.153592326393526e-05
0.35,-0.2,0.08,0.675,0.3,1,5.576117469899556e-05
0.35,-0.2,0.08,0.675,0.6,1,6.924575028384347e-05
0.35,-0.2,0.08,0.9,-0.6,1,6.885935226683765e-05
0.35,-0.2,0.08,0.9,-0.3,1,7.416587155941235e-05
0.35,-0.2,0.08,0.9,0.0,1,9.790713227084124e-05
0.35,-0.2,0.08,0.9,0.3,1,6.282876712019849e-05
0.35,-0.2,0.08,0.9,0.6,1,5.821948943258057e-05
0.35,-0.2,0.08,1.2,-0.6,1,8.897857768435059e-05
0.35,-0.2,0.08,1.2,-0.3,1,5.532780022336438e-05
0.35,-0.2,0.08,1.2,0.0,1,7.536616566518503e-05
0.35,-0.2,0.08,1.2,0.3,1,7.596480417953821e-05
0.35,-0.2,0.08,1.2,0.6,1,5.022009043339924e-05
0.35,-0.2,0.08,1.57,-0.6,1,6.231902385787363e-05
0.35,-0.2,0.08,1.57,-0.3,1,9.166710887320327e-05
0.35,-0.2,0.08,1.57,0.0,1,9.170806646027666e-05
0.35,-0.2,0.08,1.57,0.3,1,5.251906122557952e-05
0.35,-0.2,0.08,1.57,0.6,1,7.307265692458261e-05
0.35,-0.2,0.12,0.0,-0.6,1,8.173507106298695e-05
0.35,-0.2,0.12,0.0,-0.3,1,6.587866028909884e-05
0.35,-0.2,0.12,0.0,0.0,1,6.332371189922577e-05
0.35,-0.2,0.12,0.0,0.3,1,5.374547506742043e-05
0.35,-0.2,0.12,0.0,0.6,0,0.00929375456256768
0.35,-0.2,0.12,0.225,-0.6,1,9.53294436771589e-05
0.35,-0.2,0.12,0.225,-0.3,1,6.443298635080604e-05
0.35,-0.2,0.12,0.225,0.0,1,5.6608239421405774e-05
0.35,-0.2,0.12,0.225,0.3,1,8.987415853304348e-05
0.35,-0.2,0.12,0.225,0.6,1,6.037719223592231e-05
0.35,-0.2,0.12,0.45,-0.6,1,9.635223216942876e-05
0.35,-0.2,0.12,0.45,-0.3,1,7.990328197725217e-05
0.35,-0.2,0.12,0.45,0.0,1,6.830250825523592e-05
0.35,-0.2,0.12,0.45,0.3,1,9.489555670663812e-05
0.35,-0.2,0.12,0.45,0.6,1,9.551731381674139e-05
0.35,-0.2,0.12,0.675,-0.6,1,5.724193231898447e-05
0.35,-0.2,0.12,0.675,-0.3,1,5.5273403821134407e-05
0.35,-0.2,0.12,0.675,0.0,1,8.32890483204304e-05
0.35,-0.2,0.12,0.675,0.3,1,5.585071215676169e-05
0.35,-0.2,0.12,0.675,0.6,1,8.693918831133342e-05
0.35,-0.2,0.12,0.9,-0.6,1,6.887836467827391e-05
0.35,-0.2,0.12,0.9,-0.3,1,7.446005741524254e-05
0.35,-0.2,0.12,0.9,0.0,1,5.1607737382073596e-05
0.35,-0.2,0.12,0.9,0.3,1,6.57200759443679e-05
0.35,-0.2,0.12,0.9,0.6,1,6.603260559761906e-05
0.35,-0.2,0.12,1.2,-0.6,1,8.816085689068427e-05
0.35,-0.2,0.12,1.2,-0.3,1,5.41351360554371e-05
0.35,-0.2,0.12,1.2,0.0,1,9.542899612213612e-05
0.35,-0.2,0.12,1.2,0.3,1,8.045292170991553e-05
0.35,-0.2,0.12,1.2,0.6,1,5.538148943318704e-05
0.35,-0.2,0.12,1.57,-0.6,1,5.9210330027301735e-05
0.35,-0.2,0.12,1.57,-0.3,1,8.32384211667579e-05
0.35,-0.2,0.12,1.57,0.0,1,8.747087713283285e-05
0.35,-0.2,0.12,1.57,0.3,1,5.511521785203767e-05
0.35,-0.2,0.12,1.57,0.6,1,7.9555332416054e-05
0.35,-0.2,0.16,0.0,-0.6,1,8.885148238928781e-05
0.35,-0.2,0.16,0.0,-0.3,1,6.101878009911774e-05
0.35,-0.2,0.16,0.0,0.0,1,8.777913585515508e-05
0.35,-0.2,0.16,0.0,0.3,1,6.684742488168174e-05
0.35,-0.2,0.16,0.0,0.6,0,0.021967744088093204
0.35,-0.2,0.16,0.225,-0.6,1,8.548802307659313e-05
0.35,-0.2,0.16,0.225,-0.3,1,5.6705004994228616e-05
0.35,-0.2,0.16,0.225,0.0,1,8.572940911592026e-05
0.35,-0.2,0.16,0.225,0.3,1,8.165215386654792e-05
0.35,-0.2,0.16,0.225,0.6,0,0.2534927415946764
0.35,-0.2,0.16,0.45,-0.6,1,9.613766047821969e-05
0.35,-0.2,0.16,0.45,-0.3,1,8.00197823244707e-05
0.35,-0.2,0.16,0.45,0.0,1,7.494448670389659e-05
0.35,-0.2,0.16,0.45,0.3,1,8.876404609174925e-05
0.35,-0.2,0.16,0.45,0.6,1,5.140094823722162e-05
0.35,-0.2,0.16,0.675,-0.6,1,5.745837921251745e-05
0.35,-0.2,0.16,0.675,-0.3,1,5.5657843728187494e-05
0.35,-0.2,0.16,0.675,0.0,1,9.384050878685048e-05
0.35,-0.2,0.16,0.675,0.3,1,5.796844784123383e-05
0.35,-0.2,0.16,0.675,0.6,1,6.295064945499362e-05
0.35,-0.2,0.16,0.9,-0.6,1,6.918961063052136e-05
0.35,-0.2,0.16,0.9,-0.3,1,7.466559589477582e-05
0.35,-0.2,0.16,0.9,0.0,1,5.326322058155196e-05
0.35,-0.2,0.16,0.9,0.3,1,7.003540507756396e-05
0.35,-0.2,0.16,0.9,0.6,1,7.87983326878401e-05
0.35,-0.2,0.16,1.2,-0.6,1,8.752513818639021e-05
0.35,-0.2,0.16,1.2,-0.3,1,5.2938203396513194e-05
0.35,-0.2,0.16,1.2,0.0,1,9.333470932878277e-05
0.35,-0.2,0.16,1.2,0.3,1,8.638690644661567e-05
0.35,-0.2,0.16,1.2,0.6,1,6.238577225085546e-05
0.35,-0.2,0.16,1.57,-0.6,0,0.008871585848105972
0.35,-0.2,0.16,1.57,-0.3,0,0.01745738362318382
0.35,-0.2,0.16,1.57,0.0,0,0.027762228726695922
0.35,-0.2,0.16,1.57,0.3,0,0.023539914666344572
0.35,-0.2,0.16,1.57,0.6,0,0.028412068312050568
0.35,-0.2,0.2,0.0,-0.6,1,8.098801432598879e-05
0.35,-0.2,0.2,0.0,-0.3,1,9.87373666886312e-05
0.35,-0.2,0.2,0.0,0.0,1,5.09842303940835e-05
0.35,-0.2,0.2,0.0,0.3,1,5.944498758191385e-05
0.35,-0.2,0.2,0.0,0.6,0,0.020488242672830052
0.35,-0.2,0.2,0.225,-0.6,1,8.383900340558001e-05
0.35,-0.2,0.2,0.225,-0.3,1,5.6402303611664204e-05
0.35,-0.2,0.2,0.225,0.0,1,8.34855809532974e-05
0.35,-0.2,0.2,0.225,0.3,1,6.351800888459088e-05
0.35,-0.2,0.2,0.225,0.6,1,6.068922116814326e-05
0.35,-0.2,0.2,0.45,-0.6,1,9.693464074745682e-05
0.35,-0.2,0.2,0.45,-0.3,1,8.079084206771523e-05
0.35,-0.2,0.2,0.45,0.0,1,8.262614649209962e-05
0.35,-0.2,0.2,0.45,0.3,1,8.850957629910076e-05
0.35,-0.2,0.2,0.45,0.6,1,7.079191031230361e-05
0.35,-0.2,0.2,0.675,-0.6,1,5.810185872381563e-05
0.35,-0.2,0.2,0.675,-0.3,1,5.620038641770717e-05
0.35,-0.2,0.2,0.675,0.0,1,5.081968599928415e-05
0.35,-0.2,0.2,0.675,0.3,1,6.214230063578203e-05
0.35,-0.2,0.2,0.675,0.6,1,9.646151721257649e-05
0.35,-0.2,0.2,0.9,-0.6,1,6.970881094126733e-05
0.35,-0.2,0.2,0.9,-0.3,1,7.479194152587897e-05
0.35,-0.2,0.2,0.9,0.0,1,5.397263780042175e-05
0.35,-0.2,0.2,0.9,0.3,1,7.646636191481943e-05
0.35,-0.2,0.2,0.9,0.6,1,6.042533846761339e-05
0.35,-0.2,0.2,1.2,-0.6,1,8.715714037865273e-05
0.35,-0.2,0.2,1.2,-0.3,1,5.182870643715129e-05
0.35,-0.2,0.2,1.2,0.0,1,8.461926312684926e-05
0.35,-0.2,0.2,1.2,0.3,1,9.465957930383753e-05
0.35,-0.2,0.2,1.2,0.6,1,7.293689994866424e-05
0.35,-0.2,0.2,1.57,-0.6,0,0.1048917119580983
0.35,-0.2,0.2,1.57,-0.3,0,0.15334345987376807
0.35,-0.2,0.2,1.57,0.0,0,0.27490822434890266
0.35,-0.2,0.2,1.57,0.3,0,0.19841341940830629
0.35,-0.2,0.2,1.57,0.6,0,0.2853089821351204
0.35,-0.2,0.25,0.0,-0.6,1,8.04048855548821e-05
0.35,-0.2,0.25,0.0,-0.3,1,9.620779486083919e-05
0.35,-0.2,0.25,0.0,0.0,1,8.001570414895113e-05
0.35,-0.2,0.25,0.0,0.3,1,5.3095777671556606e-05
0.35,-0.2,0.25,0.0,0.6,0,0.4728344549064586
0.35,-0.2,0.25,0.225,-0.6,1,8.563543928093705e-05
0.35,-0.2,0.25,0.225,-0.3,1,5.801578401666529e-05
0.35,-0.2,0.25,0.225,0.0,1,9.03004944187888e-05
0.35,-0.2,0.25,0.225,0.3,1,5.712554706810499e-05
0.35,-0.2,0.25,0.225,0.6,1,6.643382681441731e-05
0.35,-0.2,0.25,0.45,-0.6,1,9.94828707642138e-05
0.35,-0.2,0.25,0.45,-0.3,1,8.270316028538281e-05
0.35,-0.2,0.25,0.45,0.0,1,9.276346939517321e-05
0.35,-0.2,0.25,0.45,0.3,1,9.353485524892263e-05
0.35,-0.2,0.25,0.45,0.6,1,5.9553143976835646e-05
0.35,-0.2,0.25,0.675,-0.6,1,5.940133486064309e-05
0.35,-0.2,0.25,0.675,-0.3,1,5.705734374040819e-05
0.35,-0.2,0.25,0.675,0.0,1,5.361891273730411e-05
0.35,-0.2,0.25,0.675,0.3,1,7.210760921841829e-05
0.35,-0.2,0.25,0.675,0.6,1,8.748669795410408e-05
0.35,-0.2,0.25,0.9,-0.6,1,7.06208813867379e-05
0.35,-0.2,0.25,0.9,-0.3,1,7.494855768491787e-05
0.35,-0.2,0.25,0.9,0.0,1,5.144977052818057e-05
0.35,-0.2,0.25,0.9,0.3,1,9.047122843977097e-05
0.35,-0.2,0.25,0.9,0.6,0,0.01559440641619281
0.35,-0.2,0.25,1.2,-0.6,1,8.74385608309632e-05
0.35,-0.2,0.25,1.2,-0.3,1,5.0721956567604794e-05
0.35,-0.2,0.25,1.2,0.0,1,6.990430318548936e-05
0.35,-0.2,0.25,1.2,0.3,0,0.03340750565532506
0.35,-0.2,0.25,1.2,0.6,0,0.22508082773994442
0.35,-0.2,0.25,1.57,-0.6,0,0.1926667715592281
0.35,-0.2,0.25,1.57,-0.3,0,0.3413855541264607
0.35,-0.2,0.25,1.57,0.0,0,0.5094756393436156
0.35,-0.2,0.25,1.57,0.3,0,0.4340216553217528
0.35,-0.2,0.25,1.57,0.6,0,0.47492457702049745
0.35,-0.1,0.08,0.0,-0.6,0,0.16230132618400775
0.35,-0.1,0.08,0.0,-0.3,0,0.3268170924208785
0.35,-0.1,0.08,0.0,0.0,0,0.17596903597916697
0.35,-0.1,0.08,0.0,0.3,0,0.3208693828159508
0.35,-0.1,0.08,0.0,0.6,1,5.854483828013957e-05
0.35,-0.1,0.08,0.225,-0.6,1,5.162651905295037e-05
0.35,-0.1,0.08,0.225,-0.3,1,8.398402100974493e-05
0.35,-0.1,0.08,0.225,0.0,0,0.2880885991941164
0.35,-0.1,0.08,0.225,0.3,1,5.406579004891722e-05
0.35,-0.1,0.08,0.225,0.6,1,6.0969091535561166e-05
0.35,-0.1,0.08,0.45,-0.6,1,5.144826929780253e-05
0.35,-0.1,0.08,0.45,-0.3,1,7.573395218896183e-05
0.35,-0.1,0.08,0.45,0.0,1,7.102739113709288e-05
0.35,-0.1,0.08,0.45,0.3,1,5.945696466545203e-05
0.35,-0.1,0.08,0.45,0.6,1,6.519702040596147e-05
0.35,-0.1,0.08,0.675,-0.6,1,5.849169540767042e-05
0.35,-0.1,0.08,0.675,-0.3,1,9.230594869548382e-05
0.35,-0.1,0.08,0.675,0.0,1,9.824158177041065e-05
0.35,-0.1,0.08,0.675,0.3,1,5.577215379946569e-05
0.35,-0.1,0.08,0.675,0.6,1,5.8736770913401395e-05
0.35,-0.1,0.08,0.9,-0.6,1,6.91152685111636e-05
0.35,-0.1,0.08,0.9,-0.3,1,5.888695919912037e-05
0.35,-0.1,0.08,0.9,0.0,1,6.560612618651669e-05
0.35,-0.1,0.08,0.9,0.3,1,5.390625956807749e-05
0.35,-0.1,0.08,0.9,0.6,1,6.668474809144909e-05
0.35,-0.1,0.08,1.2,-0.6,1,8.55874811909016e-05
